Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Road No.,District Municipality,Magisterial District,Analysis Date,Inspection Item,Activity,Position,Qty Budget,Unit Cost,Unit,Cost,U,Adj. U,RMax2,B/C,WorkYear
M6305,BRIDGE,Bridge,Bridge,12/6/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,S1,10,750,m3,7500,4,4,9,120,1
M6723,BRIDGE,Bridge,Bridge,9/24/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,01. Approach Embankment, 157. Mass concrete backfill,BU,9,5500,m3,49500,3,4,9,18,1
M6723,BRIDGE,Bridge,Bridge,9/24/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,20. Decks and Slabs, 207. Clear debris,AS,2,750,m3,1500,3,4,0,0,1
M6723,BRIDGE,Bridge,Bridge,9/24/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6493,M6493 CULVERT,Major Culvert,Culvert Major,9/20/2015,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6267,M6267,Bridge,Bridge,9/20/2015,,GS: Gert Sibande District Municipality,GS: Lekwa Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6442,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6418,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6418,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Embankment/s, 158. Rock backfill,ES,1,2770,m3,2770,3,4,1,36,1
M6418,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,05. Waterway, 209. Clear siltation,BE,2,630,m3,1260,2,4,1,79,1
M6430,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,EW,2,630,m3,1260,2,4,1,79,1
M6430,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6428,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,BU,2,630,m3,1260,2,4,1,79,1
M6428,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,AS,30,630,m3,18900,3,4,0,0,1
M6428,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),US,2.5,3100,m3,7750,3,4,0,0,1
M6428,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6439,CULVERT,Major Culvert,Culvert Major,9/26/2015,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,03. Scour Protection Works, 104. Concrete (reinforced),BE,5,12270,m3,61350,3,4,9,15,1
M6439,CULVERT,Major Culvert,Culvert Major,9/26/2015,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6439,CULVERT,Major Culvert,Culvert Major,9/26/2015,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",BE,80,630,m,50400,4,4,16,32,1
M6439,CULVERT,Major Culvert,Culvert Major,9/26/2015,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,06. Road Slabs, 503. Resurface or patch asphalt,BE,250,750,m2,187500,4,4,9,5,1
M6439,CULVERT,Major Culvert,Culvert Major,9/26/2015,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,04. Embankment/s, 156. Gabion (mattresses and boxes),BE,50,3100,m3,155000,4,4,16,10,1
M6435,CULVERT,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),BE,2,750,No,1500,3,4,1,67,1
M6435,CULVERT,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,06. Road Slabs, 157. Mass concrete backfill,BE,1,5500,m3,5500,2,4,1,18,1
M6435,CULVERT,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,06. Road Slabs, 503. Resurface or patch asphalt,BE,10,750,m2,7500,3,4,1,13,1
M6435,CULVERT,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6429,BRIDGE,Bridge,Bridge,12/6/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,AS,10,630,m3,6300,3,4,16,254,1
M6429,BRIDGE,Bridge,Bridge,12/6/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6429,BRIDGE,Bridge,Bridge,12/6/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,S2-S4,20,750,m3,15000,3,4,16,107,1
M6429,BRIDGE,Bridge,Bridge,12/6/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",UN,4,630,m,2520,2,4,1,40,1
M6429,BRIDGE,Bridge,Bridge,12/6/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,BU,1,630,m3,630,3,4,1,159,1
M6247,KARINA BRIDGE ,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,AS,10,750,m2,7500,2,4,9,120,1
M6247,KARINA BRIDGE ,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Superstructure Drainage, 351. Construct new scuppers,AS,12,6180,No,74160,3,4,9,12,1
M6247,KARINA BRIDGE ,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",30,1220,m,36600,3,4,9,25,1
M6247,KARINA BRIDGE ,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,18. Longitudinal Members, 101. Apply protective coating,AS,10,480,m2,4800,2,4,1,21,1
M6247,KARINA BRIDGE ,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,19. Transverse Members, 101. Apply protective coating,AS,10,480,m2,4800,2,4,1,21,1
M6247,KARINA BRIDGE ,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6247,KARINA BRIDGE ,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 402. Clear bush,BU,5,80,m2,400,2,4,1,250,1
M6419,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail, 455. New guardrail (single and double),BU,120,950,m,114000,4,4,16,14,1
M6419,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6419,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,20. Decks and Slabs, 207. Clear debris,AS,2,750,m3,1500,3,4,1,67,1
M6419,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 207. Clear debris,AS,10,750,m3,7500,3,4,9,120,1
M6419,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 156. Gabion (mattresses and boxes),BU,10,3100,m3,31000,4,4,16,52,1
M6419,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,07. Wing/ Retaining Walls, 104. Concrete (reinforced),US,10,12270,m3,122700,4,4,0,0,1
M6252,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,02. Guardrail," 463. Repair guardrail (realign, bolt replacement, etc)",BU,25,630,m,15750,4,4,16,102,1
M6252,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,S2,2,630,m3,1260,2,4,1,79,1
M6252,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,08. Surfacing, 502. Resurface or patch,S1,1,750,m2,750,1,1,1,133,1
M6252,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,10. Kerbs / Sidewalks," 614. Repair sidewalk surface (blocks, screed etc)",AS,50,750,m2,37500,3,4,9,24,1
M6252,BRIDGE,Bridge,Bridge,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,3,4,1,9,1
M6451,CULVERT,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6451,CULVERT,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,05. Waterway, 404. Remove trees (girth < 500 mm),BE,2,750,No,1500,3,4,9,600,1
M6495,LOWS CREEK,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6495,LOWS CREEK,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,09. Parapets / Handrails, 101. Apply protective coating,BE,2,480,m2,960,3,4,9,938,1
M6495,LOWS CREEK,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,07. Roadway Joints, 301. Install silicon/bituminous seal,BE,36,1220,m,43920,3,4,1,2,1
M6495,LOWS CREEK,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,05. Waterway, 209. Clear siltation,BE,5,630,m3,3150,3,4,1,32,1
M6495,LOWS CREEK,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,06. Road Slabs, 503. Resurface or patch asphalt,BE,5,750,m2,3750,2,4,4,107,1
M6420,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,01. Apron Slabs & Cut Off Walls, 105. Concrete (mass),BE,10,12270,m3,122700,4,4,16,13,1
M6420,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,BE,20,630,m3,12600,4,4,16,127,1
M6420,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,05. Waterway, 207. Clear debris,BE,10,750,m3,7500,2,4,1,13,1
M6420,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",BE,40,630,m,25200,3,4,9,36,1
M6420,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6249,BRIDGE,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,03. Waterway, 209. Clear siltation,"S1,S2",20,630,m3,12600,3,4,9,71,1
M6249,BRIDGE,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6249,BRIDGE,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S2,3,750,No,2250,3,4,9,400,1
M6307,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,BE,1,630,m3,630,2,4,0,0,1
M6307,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,ES,5,630,m3,3150,2,4,0,0,1
M6307,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",BE,120,630,m,75600,3,4,9,12,1
M6307,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6421,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6421,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,04. Embankment/s, 156. Gabion (mattresses and boxes),BE,20,3100,m3,62000,3,4,16,26,1
M6421,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,05. Waterway, 207. Clear debris,BE,2,750,m3,1500,2,4,1,67,1
M6421,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,08. Guardrails," 463. Repair guardrail (realign, bolt replacement, etc)",BE,40,630,m,25200,2,4,9,36,1
M6450,CULVERT,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,04. Embankment/s, 155. Earth backfill,BE,5,630,m3,3150,3,4,9,286,1
M6450,CULVERT,Major Culvert,Culvert Major,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
4708,BRIDGE,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,01. Approach Embankment, 155. Earth backfill,BU,5,630,m3,3150,2,4,1,32,1
4708,BRIDGE,Bridge,Bridge,9/27/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,03. Waterway, 404. Remove trees (girth < 500 mm),S1,1,750,No,750,2,4,1,133,1
M6239,Goromane Bridge,Bridge,Bridge,3/17/2014,D4444,EH: Ehlanzeni District Municipality,EH: Bushbuckridge Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6438,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,14. Miscellaneous Items, 620. Install structure number plate,BE,2,5380,No,10760,2,4,1,9,1
M6438,CULVERT,Major Culvert,Culvert Major,9/25/2015,,EH: Ehlanzeni District Municipality,EH: City of Mbombela Local Municipality,6/30/2022,14. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),EW,1,1080,No,1080,2,4,1,93,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,08. Surfacing, 501. Crack seal (asphalt),AS,5,80,m,400,2,4,1,250,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,17. Expansion Joints, 306. New asphalt plug joint,"BU,P1",30,6180,m,185400,3,4,1,1,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,13. Pier Foundations, 157. Mass concrete backfill,P1,2,5500,m3,11000,3,4,9,82,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,11. Parapet, 453. Install full height pedestrian balustrade,AS,20,3100,m,62000,4,4,16,26,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,05. Abutment Foundations, 157. Mass concrete backfill,BU,5,5500,m3,27500,3,4,9,33,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,04. Approach Embankment Protection Works, 155. Earth backfill,BU,10,630,m3,6300,4,4,9,143,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,5,9190,m3,45950,3,4,9,20,1
B1507,Bridge on D1837 over River,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,09. Superstructure Drainage, 354. Repair scuppers,AS,8,3100,No,24800,3,4,9,36,1
3353,Bridge over Rail,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,21. Miscellaneous Items, 953. Ad-hoc item (describe under Remarks),AS,1,1080,No,1080,1,1,1,93,1
M6105,Ngweti River Bridge,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,11. Parapet, 101. Apply protective coating,AS,5,480,m2,2400,3,4,9,375,1
M6105,Ngweti River Bridge,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,21. Miscellaneous Items, 620. Install structure number plate,BU,2,5380,No,10760,2,4,1,9,1
M6105,Ngweti River Bridge,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,11. Parapet, 462. Realign handrails,"S1,S2",33,3100,m,102300,3,4,9,9,1
M6105,Ngweti River Bridge,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,09. Superstructure Drainage, 208. Clear scuppers,AS,12,340,No,4080,3,4,1,25,1
M6105,Ngweti River Bridge,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,01. Approach Embankment, 504. Repair settlement (asphalt fill),BU,3,9190,m3,27570,2,4,9,33,1
M6105,Ngweti River Bridge,Bridge,Bridge,2/24/2005,0,EH: Ehlanzeni District Municipality,EH: Nkomazi Local Municipality,6/30/2022,17. Expansion Joints, 301. Install silicon/bituminous seal,"BU,AP",30,1220,m,36600,3,4,0,0,1
